code_system,code,code_description,code_lay_term,code_range_1,code_range_1_description,code_range_2,code_range_2_description,code_range_3,code_range_3_description,code_range_4,code_range_4_description,code_range_5,code_range_5_description,code_range_6,code_range_6_description
HCPCS,E1816,"Static progressive stretch/patient actualized serial stretch ankle device, flexion and/or extension, with or without range of motion adjustment, includes all components and accessories",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1818,"Static progressive stretch/patient actualized serial stretch forearm pronation / supination device, with or without range of motion adjustment, includes all components and accessories",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1820,"Replacement soft interface material, dynamic adjustable extension/flexion device",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1821,Replacement soft interface material/cuffs for bi-directional static progressive stretch device,,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1822,"Dynamic adjustable ankle extension only device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1823,"Dynamic adjustable ankle flexion only device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1825,"Dynamic adjustable finger extension and flexion device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1826,"Dynamic adjustable finger extension only device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1827,"Dynamic adjustable finger flexion only device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1828,"Dynamic adjustable toe extension only device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1829,"Dynamic adjustable toe flexion only device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1830,"Dynamic adjustable toe extension and flexion device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1831,"Static progressive stretch toe device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1832,"Static progressive stretch finger device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1840,"Dynamic adjustable shoulder flexion / abduction / rotation device, includes soft interface material",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1841,"Static progressive stretch/patient actualized serial stretch shoulder device, with or without range of motion adjustment, includes all components and accessories",,E0100-E8002,Durable Medical Equipment,E1800-E1841,Extension/Flexion Rehabilitation Devices,,,,,,,,
HCPCS,E1902,"Communication board, non-electronic augmentative or alternative communication device",,E0100-E8002,Durable Medical Equipment,E1902-E1902,Communication Boards,,,,,,,,
HCPCS,E2000,"Gastric suction pump, home model, portable or stationary, electric",,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2001,"Suction pump, home model, portable or stationary, electric, any type, for use with external urine and/or fecal management system",,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2100,Blood glucose monitor with integrated voice synthesizer,,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2101,Blood glucose monitor with integrated lancing/blood sample,,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2102,"Adjunctive, non-implanted continuous glucose monitor or receiver",,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2103,"Non-adjunctive, non-implanted continuous glucose monitor or receiver",,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2104,Home blood glucose monitor for use with integrated lancing/blood sample testing cartridge,,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E2120,Pulse generator system for tympanic treatment of inner ear endolymphatic fluid,,E0100-E8002,Durable Medical Equipment,E2000-E2120,Miscellaneous Pumps and Monitors,,,,,,,,
HCPCS,E1905,"Virtual reality cognitive behavioral therapy device (cbt), including pre-programmed therapy software",,E0100-E8002,Durable Medical Equipment,E1905-E1905,Virtual Reality Cognitive Behavioral Therapy Device (CBT),,,,,,,,
HCPCS,E2201,"Manual wheelchair accessory, nonstandard seat frame, width greater than or equal to 20 inches and less than 24 inches",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2202,"Manual wheelchair accessory, nonstandard seat frame width, 24-27 inches",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2203,"Manual wheelchair accessory, nonstandard seat frame depth, 20 to less than 22 inches",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2204,"Manual wheelchair accessory, nonstandard seat frame depth, 22 to 25 inches",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2205,"Manual wheelchair accessory, handrim without projections (includes ergonomic or contoured), any type, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2206,"Manual wheelchair accessory, wheel lock assembly, complete, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2207,"Wheelchair accessory, crutch and cane holder, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2208,"Wheelchair accessory, cylinder tank carrier, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2209,"Accessory, arm trough, with or without hand support, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2210,"Wheelchair accessory, bearings, any type, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2211,"Manual wheelchair accessory, pneumatic propulsion tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2212,"Manual wheelchair accessory, tube for pneumatic propulsion tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2213,"Manual wheelchair accessory, insert for pneumatic propulsion tire (removable), any type, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2214,"Manual wheelchair accessory, pneumatic caster tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2215,"Manual wheelchair accessory, tube for pneumatic caster tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2216,"Manual wheelchair accessory, foam filled propulsion tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2217,"Manual wheelchair accessory, foam filled caster tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2218,"Manual wheelchair accessory, foam propulsion tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2219,"Manual wheelchair accessory, foam caster tire, any size, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2220,"Manual wheelchair accessory, solid (rubber/plastic) propulsion tire, any size, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2221,"Manual wheelchair accessory, solid (rubber/plastic) caster tire (removable), any size, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2222,"Manual wheelchair accessory, solid (rubber/plastic) caster tire with integrated wheel, any size, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2224,"Manual wheelchair accessory, propulsion wheel excludes tire, any size, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2225,"Manual wheelchair accessory, caster wheel excludes tire, any size, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2226,"Manual wheelchair accessory, caster fork, any size, replacement only, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2227,"Manual wheelchair accessory, gear reduction drive wheel, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2228,"Manual wheelchair accessory, wheel braking system and lock, complete, each",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2230,"Manual wheelchair accessory, manual standing system",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2231,"Manual wheelchair accessory, solid seat support base (replaces sling seat), includes any type mounting hardware",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2291,"Back, planar, for pediatric size wheelchair including fixed attaching hardware",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2292,"Seat, planar, for pediatric size wheelchair including fixed attaching hardware",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2293,"Back, contoured, for pediatric size wheelchair including fixed attaching hardware",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2294,"Seat, contoured, for pediatric size wheelchair including fixed attaching hardware",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2295,"Manual wheelchair accessory, for pediatric size wheelchair, dynamic seating frame, allows coordinated movement of multiple positioning features",,E0100-E8002,Durable Medical Equipment,E2201-E2295,Manual Wheelchair Accessories,,,,,,,,
HCPCS,E2298,"Complex rehabilitative power wheelchair accessory, power seat elevation system, any type",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2301,"Wheelchair accessory, power standing system, any type",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2310,"Power wheelchair accessory, electronic connection between wheelchair controller and one power seating system motor, including all related electronics, indicator feature, mechanical function selection switch, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2311,"Power wheelchair accessory, electronic connection between wheelchair controller and two or more power seating system motors, including all related electronics, indicator feature, mechanical function selection switch, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2312,"Power wheelchair accessory, hand or chin control interface, mini-proportional remote joystick, proportional, including fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2313,"Power wheelchair accessory, harness for upgrade to expandable controller, including all fasteners, connectors and mounting hardware, each",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2321,"Power wheelchair accessory, hand control interface, remote joystick, nonproportional, including all related electronics, mechanical stop switch, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2322,"Power wheelchair accessory, hand control interface, multiple mechanical switches, nonproportional, including all related electronics, mechanical stop switch, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2323,"Power wheelchair accessory, specialty joystick handle for hand control interface, prefabricated",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2324,"Power wheelchair accessory, chin cup for chin control interface",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2325,"Power wheelchair accessory, sip and puff interface, nonproportional, including all related electronics, mechanical stop switch, and manual swingaway mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2326,"Power wheelchair accessory, breath tube kit for sip and puff interface",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2327,"Power wheelchair accessory, head control interface, mechanical, proportional, including all related electronics, mechanical direction change switch, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2328,"Power wheelchair accessory, head control or extremity control interface, electronic, proportional, including all related electronics and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2329,"Power wheelchair accessory, head control interface, contact switch mechanism, nonproportional, including all related electronics, mechanical stop switch, mechanical direction change switch, head array, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2330,"Power wheelchair accessory, head control interface, proximity switch mechanism, nonproportional, including all related electronics, mechanical stop switch, mechanical direction change switch, head array, and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2331,"Power wheelchair accessory, attendant control, proportional, including all related electronics and fixed mounting hardware",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2340,"Power wheelchair accessory, nonstandard seat frame width, 20-23 inches",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2341,"Power wheelchair accessory, nonstandard seat frame width, 24-27 inches",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2342,"Power wheelchair accessory, nonstandard seat frame depth, 20 or 21 inches",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2343,"Power wheelchair accessory, nonstandard seat frame depth, 22-25 inches",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
HCPCS,E2351,"Power wheelchair accessory, electronic interface to operate speech generating device using power wheelchair control interface",,E0100-E8002,Durable Medical Equipment,E2298-E2398,Power Wheelchair Accessories,,,,,,,,
